	I213_B_31	I213_B_32	I213_B_33	I213_B_41	I213_B_42	I213_B_43	I213_B_51	I213_B_52	I213_B_53	I213_C_31	I213_C_32	I213_C_33	I213_C_41	I213_C_42	I213_C_43	I213_C_51	I213_C_52	I213_C_53
STN4L_02187	3	1	8	6	2	4	2	4	2	3	0	4	2	3	7	4	6	2
STN4L_02188	14	26	19	18	14	16	33	18	18	13	25	21	23	26	21	27	30	24
STN4L_02189	6865	6486	5936	6670	5724	5097	3347	2827	2858	6754	5736	6699	4740	5078	4371	1843	2062	1471
STN4L_02190	15818	12744	11601	13511	10998	9736	6608	6003	6020	15020	10904	12465	10032	11199	8749	3837	4453	3628
STN4L_02191	28104	21677	18902	23141	19480	17534	10877	10222	10502	25001	17141	21591	17133	19062	16013	7321	8343	6673
STN4L_02192	40	32	26	32	34	28	52	42	33	46	45	52	30	37	35	22	43	32
STN4L_02193	2851	2782	2700	2995	2633	2331	2561	1886	2257	3411	2934	3363	2541	2730	2417	1798	1906	1759
STN4L_02194	11333	10832	10264	12649	10148	10071	9132	7400	6820	13787	10440	12142	10206	10562	9021	4791	5592	4518
STN4L_02195	15236	14328	13090	16396	12350	11953	10995	9854	8194	16808	13547	15721	12422	12321	10058	5575	6609	4859
STN4L_02196	20381	19338	18530	22583	18185	16804	15432	12119	10483	23134	17406	22238	22443	20825	17304	11082	12556	8118
STN4L_02197	7259	5986	6308	8247	5753	5340	5932	5236	4842	8361	5959	6655	6495	6376	5862	3644	3919	3166
STN4L_02198	15328	13508	13699	17976	14214	12648	12809	10674	10125	16442	12313	14921	14162	16003	13711	9481	10480	8263
STN4L_02199	8695	7050	6936	8584	6520	6351	7868	6852	6781	9896	6768	8340	6485	7282	6586	4290	4411	3426
STN4L_02200	3842	2792	3004	4698	3625	3180	5140	4364	4047	3885	2908	3250	3847	4133	3756	3011	3302	2678
STN4L_02201	4867	3323	3450	5578	4288	4027	5536	4445	4927	3977	2865	3839	4238	5031	3932	3766	4111	2719
STN4L_02202	276669	199901	182430	353389	220582	207388	540058	357099	514875	203429	125433	141718	277954	253445	258325	549134	449257	554667
STN4L_02203	138	116	150	179	126	147	195	116	140	234	226	230	213	197	177	159	140	94
STN4L_02204	1206	1178	1317	1312	1232	911	1032	854	946	1566	1433	1475	1135	1124	1124	803	751	755
STN4L_02205	2023	2039	2157	2085	2256	1836	1866	1394	1452	2695	2503	3117	2133	2039	1886	1591	1507	1234
STN4L_02206	13622	9757	8136	10010	7691	6812	5980	4770	5599	6290	3104	4583	5511	8676	5979	6653	8963	4650
STN4L_02207	3913	2910	2652	3454	2426	2295	3285	2419	2616	3198	2303	2117	2366	2451	2173	2135	2353	2128
STN4L_02208	4968	3610	3630	4706	3407	3444	3135	2785	2835	4270	3269	3791	3653	4106	3433	1726	2261	1377
STN4L_02209	9204	8245	8762	9892	7425	7249	5555	5418	4789	9740	7509	8774	8182	8157	7058	3158	4083	2461
STN4L_02210	13056	12366	11813	14410	11997	11275	10269	8911	8669	12815	10621	12871	11123	11647	10149	6851	8156	6404
STN4L_02211	8632	8446	9060	9413	7616	7641	5879	5345	5190	8678	7606	9362	7465	8518	6968	3797	4750	3057
STN4L_02213	3263	2818	2317	3517	2730	2890	4153	2965	4627	2819	2072	2869	2199	2787	2239	4200	3219	3974
STN4L_02214	27138	21318	19375	20450	18099	15939	6266	6505	5939	27282	20408	22613	18288	20467	17059	3931	6449	4320
STN4L_02215	1407	1324	1605	1116	1121	944	512	336	444	1957	1576	1943	934	997	877	357	494	411
STN4L_02216	8494	5966	8041	11197	8907	9083	15849	10425	13530	9253	7291	8071	8216	9633	9169	11667	10612	10010
STN4L_02217	1603	1458	1739	2593	1940	2007	3559	2812	2912	2689	2441	2408	2560	2736	2652	2869	2520	2088
STN4L_02218	2211	2068	2247	3006	2672	2275	3543	2652	3343	2961	2337	3051	2563	2733	2124	3350	2349	2815
STN4L_02219	274	213	273	374	318	251	361	260	262	319	251	287	313	305	312	327	295	278
STN4L_02220	49	39	57	72	50	51	90	64	54	61	48	58	57	74	81	62	53	49
STN4L_02221	4039	3454	3372	4635	3528	3113	4296	3218	3350	3835	2516	2855	3596	3541	2947	2631	2824	2194
STN4L_02222	0	0	0	0	0	0	0	2	1	3	3	0	1	4	1	0	0	0
STN4L_02223	13	15	14	16	21	15	14	7	12	24	17	19	20	13	17	7	5	3
STN4L_02224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_02225	50531	42253	38199	85723	62008	59613	110399	81313	95978	51606	38258	47165	64169	64048	55668	86756	78127	69548
STN4L_02226	19020	16788	17731	37477	30895	28062	46222	32412	36599	20065	14342	20303	28139	27926	24228	40967	35042	28054
STN4L_02227	480	758	889	690	554	656	487	460	468	1137	1161	1368	776	734	675	380	477	350
STN4L_02228	3382	3348	3730	3428	2716	2715	2551	2201	2492	5602	4997	5588	3610	3822	3110	1963	2988	2022
STN4L_02229	1015	785	914	894	736	753	694	677	783	1275	1059	1268	832	1063	870	558	917	523
STN4L_02230	3651	2899	2906	3271	2683	2570	2540	2322	2532	4411	3180	3558	3050	3503	3219	2198	3391	2194
STN4L_02231	1869	1549	1398	1856	1338	1318	1373	1257	1462	2233	1747	1952	1579	1863	1738	1080	1767	1144
STN4L_02232	2599	2355	1972	2552	2139	2043	1893	1654	1877	3296	2444	3096	2305	2641	2294	1540	2274	1347
STN4L_02233	3849	2972	2849	3276	2641	2538	2230	1991	2296	4463	3121	3878	2943	3728	3237	1987	2957	1826
STN4L_02234	2929	2358	2466	2474	2190	2090	1521	1436	1532	3250	2408	3253	2171	2664	2467	1306	2078	1074
STN4L_02235	447	355	331	488	373	351	446	290	293	396	337	302	449	544	465	450	417	380
STN4L_02236	3668	2886	2792	3921	2884	2725	2744	2180	2370	3305	2416	2688	3033	3178	2724	2197	2360	1940
STN4L_02237	469	277	332	366	245	279	219	180	181	307	124	259	281	379	223	205	255	105
STN4L_02238	11141	11459	10827	14888	12701	12691	7244	7014	5949	15614	12299	14867	10623	10535	9366	3580	3850	4132
STN4L_02239	365	388	284	728	696	430	105	119	127	1215	765	1295	232	250	215	41	68	49
STN4L_02240	522	455	394	985	964	673	160	187	170	1923	1335	1942	410	348	310	63	100	81
STN4L_02241	700	765	705	1345	1487	992	238	231	260	2993	2135	3209	515	573	556	110	198	141
STN4L_02242	1243	1187	1025	1626	2025	1425	302	298	336	3835	2402	3527	575	833	738	135	134	133
STN4L_02243	185	186	191	259	152	177	354	240	322	161	131	179	196	195	174	331	263	309
STN4L_02244	182	182	190	211	176	209	420	269	364	227	178	228	254	213	236	345	301	366
STN4L_02245	418	454	365	587	500	470	553	473	655	415	367	455	367	390	418	644	518	549
STN4L_02246	61	49	51	57	55	65	88	51	67	52	31	42	41	52	37	71	61	59
STN4L_02247	25	21	28	36	23	21	74	36	52	39	37	36	39	59	57	71	60	52
STN4L_02248	12448	10126	8886	11509	8485	8553	7749	6375	6087	10083	7521	8602	8835	9785	8232	4450	5489	3177
STN4L_02249	1221	1357	1257	1042	967	847	665	602	527	1894	1636	1897	1315	1142	917	389	436	371
STN4L_02250	7705	8116	7138	6574	5873	4140	2397	2009	2051	11050	8218	10903	6089	5431	5038	1401	1585	1322
STN4L_02251	6	0	0	4	3	10	10	19	40	0	0	0	0	1	0	1	4	1
STN4L_02252	43	32	26	110	99	153	376	659	1246	30	28	37	24	27	33	27	24	20
STN4L_02253	15	17	6	36	33	82	248	422	810	17	25	30	12	13	8	4	2	6
STN4L_02254	54	55	53	160	203	289	679	1031	1961	62	64	74	58	57	44	53	48	36
STN4L_02255	261	286	349	448	353	304	516	308	312	469	422	514	374	331	306	299	294	214
STN4L_02256	1	1	5	4	1	3	8	7	10	3	0	1	4	4	3	5	11	3
STN4L_02257	2081	1991	2064	2645	2172	2170	2272	1966	2153	2659	1920	2533	2312	2226	2076	1833	1580	1729
STN4L_02258	1305	1030	1092	1360	986	987	1531	1102	1354	1391	1350	1232	1093	1155	1077	934	918	911
STN4L_02259	6415	5464	6024	7139	5576	5402	6917	5526	6507	6549	5167	5928	5892	6275	5583	5446	5581	4444
STN4L_02260	13924	14506	12857	13464	11560	7754	4219	3550	3789	21899	13970	21614	14909	11265	9089	3083	3366	3091
STN4L_02261	497	480	436	520	437	484	478	445	493	491	393	439	418	480	376	358	313	191
STN4L_02262	3036	2537	2134	3259	2553	2472	2252	1762	1917	2285	1596	2154	2309	2761	2207	1805	1880	1310
STN4L_02263	76	75	49	71	58	43	69	64	75	50	45	55	83	78	55	63	47	48
STN4L_02264	3116	2218	2471	2979	2240	2280	2545	1916	2726	2580	2105	2225	2098	2735	2616	2631	2230	2142
STN4L_02265	555	438	377	368	313	284	173	168	190	446	427	456	214	254	247	98	110	86
STN4L_02266	400	350	420	378	250	256	189	150	181	486	426	443	296	278	306	104	123	76
STN4L_02267	59	79	47	49	67	64	38	55	38	67	52	82	74	53	56	26	34	32
STN4L_02268	334	296	281	419	360	381	403	374	543	479	331	428	291	355	269	206	273	220
STN4L_02269	1843	1568	1663	2416	2259	2241	2432	2266	3392	2693	2132	2265	1900	2100	1767	1531	1722	1527
STN4L_02270	2334	1889	1638	2400	2296	2221	2346	2035	3014	2307	1640	1966	1817	1952	1672	1686	1675	1582
STN4L_02271	518	510	515	658	507	496	711	562	639	502	475	581	595	528	536	601	519	579
STN4L_02272	986	796	1113	1543	1237	1411	1499	1299	1696	1421	1151	1263	1200	1259	1152	775	834	774
STN4L_02273	2617	2008	2622	3665	3021	3220	3318	3012	3871	2818	2300	2456	2523	2827	2609	1721	1857	1694
STN4L_02274	126	88	131	199	108	141	438	329	526	149	130	113	157	127	120	186	133	168
STN4L_02275	469	411	633	714	689	637	702	598	589	910	856	917	682	782	718	386	508	467
STN4L_02276	1	2	1	3	1	0	1	2	2	1	2	4	1	0	4	2	3	4
STN4L_02277	186	172	160	210	205	209	179	195	252	218	186	226	170	205	178	123	160	116
STN4L_02278	646	573	562	814	719	812	834	874	1200	905	689	853	797	919	697	633	718	557
STN4L_02279	7337	7624	6824	7083	6150	4796	2296	2034	2362	8783	6777	9700	6375	5392	4452	1576	1722	1499
STN4L_02280	6543	6048	6086	8535	6906	6614	6642	6029	5512	9300	7992	8379	7097	6962	5743	4084	4842	4455
STN4L_02281	14207	14057	13392	17646	14967	13085	9691	8292	8397	17072	13945	16802	14943	13965	12369	6012	6841	5597
STN4L_02282	14620	12190	12784	16504	12963	12799	10638	8669	9126	18649	11964	16111	15152	14910	12958	6947	7949	5865
STN4L_02283	21345	17917	17213	26873	23603	20669	23268	18753	21481	21160	15854	19979	19602	21175	18753	17280	17995	14422
STN4L_02284	649	592	575	708	572	565	457	503	452	833	804	903	683	647	591	224	281	224
STN4L_02285	27122	23886	21790	25198	20276	18674	23068	17108	20927	27137	20257	23139	19203	19773	17148	16590	14370	13575
STN4L_02286	7799	6069	5609	6393	4960	4668	5672	4498	5615	6379	4725	5331	4832	4881	4545	4289	3764	3829
STN4L_02287	734	606	615	934	769	707	1226	962	1381	589	563	615	612	772	683	1192	918	1248
STN4L_02288	222	187	180	243	268	258	389	308	410	162	128	159	204	248	203	389	314	338
STN4L_02289	519	405	413	506	382	363	389	328	348	478	356	414	345	437	362	236	271	203
STN4L_02290	4732	4012	3958	5039	4049	3586	4027	3140	3396	4766	3442	3786	3686	3898	3456	2757	2846	2086
STN4L_02291	341	267	234	439	311	324	452	356	420	406	338	338	377	375	359	305	305	331
STN4L_02292	244	156	175	339	216	176	266	205	266	227	186	196	232	175	220	246	190	227
STN4L_02293	148	100	115	197	143	131	154	112	164	153	98	155	123	146	99	116	120	146
STN4L_02294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_02295	6541	5423	5647	8933	7318	7528	7073	4847	5164	5945	4731	6742	5967	8331	6615	5091	6747	3078
STN4L_02296	11094	8888	11070	8869	8387	6615	3562	3231	3244	14670	13205	12916	7574	9120	7619	2930	3440	3603
STN4L_02297	5594	3666	5173	3809	2711	2886	1845	1771	2022	6316	5115	5436	4508	4882	4921	2168	2060	1274
STN4L_02298	8698	7351	7853	10368	8374	7533	7717	5901	6560	10406	8591	10061	8062	9243	7872	5140	5267	4598
STN4L_02299	27306	22113	21488	29686	22796	19890	23499	18988	21583	28194	21333	24530	25472	24806	21427	16482	15120	13376
STN4L_02300	14170	12311	11715	16258	13303	12298	11040	8917	9732	14991	11857	13417	11452	12033	9836	4890	5389	4299
STN4L_short_001	64	61	84	234	263	299	214	190	176	136	135	183	257	315	302	158	223	274
STN4L_short_002	1165	1203	956	1140	910	937	1388	1044	1406	923	730	936	1024	951	732	1147	970	915
STN4L_short_003	995	713	659	874	561	603	715	527	726	631	512	692	526	711	609	542	486	455
STN4L_short_004	498	415	367	512	372	372	604	497	671	460	413	368	383	417	376	413	451	511
STN4L_short_005	5	1	4	7	6	6	15	5	13	5	9	14	17	10	10	13	23	12
STN4L_short_006	0	0	1	4	0	0	1	1	1	0	0	0	3	2	1	1	1	2
STN4L_short_007	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0
STN4L_short_008	2	1	4	2	3	3	3	3	7	0	1	2	0	1	5	2	0	4
STN4L_short_009	111	119	86	154	162	118	106	79	84	236	179	149	149	156	144	54	69	60
STN4L_short_010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_011	14	3	6	15	2	5	4	8	9	12	13	12	9	13	14	11	4	4
STN4L_short_012	3	3	1	0	0	1	2	3	0	1	3	3	1	4	1	4	3	2
STN4L_short_013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_015	11	3	0	4	5	3	3	7	7	1	5	1	3	4	1	2	1	1
STN4L_short_016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_017	0	3	0	1	0	0	1	1	2	1	1	1	1	0	1	0	2	1
STN4L_short_018	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
STN4L_short_019	115	105	131	102	95	84	82	82	84	91	91	143	60	75	74	36	47	39
STN4L_short_020	0	1	0	0	1	2	0	0	1	0	0	4	3	4	4	4	0	0
STN4L_short_021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_022	0	1	0	0	3	0	3	1	1	0	0	6	0	2	0	0	0	1
STN4L_short_023	4	3	12	6	12	2	1	4	1	11	9	5	16	8	8	0	10	2
STN4L_short_024	22	17	28	13	15	15	6	5	10	39	31	12	14	32	23	3	9	4
STN4L_short_025	320	295	330	273	202	168	135	112	139	413	515	482	282	290	238	61	104	71
STN4L_short_026	19	16	35	36	17	17	22	11	19	51	42	38	28	23	19	25	21	28
STN4L_short_027	3	4	5	3	2	1	2	1	1	3	5	2	5	2	7	5	9	2
STN4L_short_028	2	2	8	10	4	4	3	3	2	4	7	2	6	6	7	7	3	3
STN4L_short_029	15	19	14	21	11	22	9	3	5	38	34	23	16	14	16	2	8	5
STN4L_short_030	71	46	52	78	81	66	28	30	12	81	59	84	50	84	49	16	22	26
STN4L_short_031	3	4	4	10	2	5	14	5	8	6	0	1	6	4	6	18	9	5
STN4L_short_032	13	5	14	25	31	8	20	15	16	37	30	19	26	34	29	12	13	19
STN4L_short_033	5	10	7	2	3	4	1	4	2	6	2	4	13	3	3	6	3	6
STN4L_short_034	0	3	0	1	0	0	0	0	2	0	1	1	2	0	1	2	1	0
STN4L_short_035	11	13	16	17	12	6	8	6	8	24	12	25	11	16	18	5	5	8
STN4L_short_036	32	23	41	57	43	49	49	24	34	20	27	27	43	73	31	44	46	30
STN4L_short_037	3	1	10	22	15	7	22	13	22	7	13	9	15	12	13	35	20	23
STN4L_short_038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STN4L_short_039	0	0	1	0	1	1	1	2	0	2	2	4	7	3	3	0	4	0
STN4L_short_040	28	30	18	19	27	18	23	21	28	34	16	29	36	33	37	36	30	35
STN4L_short_041	8	4	8	5	7	10	32	14	23	18	18	7	8	14	9	13	18	11
STN4L_short_042	90	105	99	205	237	240	417	404	325	145	127	175	274	345	410	506	448	378
STN4L_short_043	10	6	9	11	15	10	20	17	20	11	4	10	11	6	14	10	13	21
STN4L_short_044	2	0	0	8	3	11	31	29	56	2	1	1	1	5	1	1	1	2
STN4L_short_045	0	0	1	1	1	3	0	2	2	0	0	1	2	0	2	0	1	0
STN4L_short_046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_047	20	35	29	50	81	111	69	76	145	37	49	62	29	50	47	11	18	10
STN4L_short_048	1405	1087	813	1489	1091	922	617	447	502	1061	700	1096	823	1221	794	653	673	619
STN4L_short_049	1	3	9	15	6	4	2	0	1	10	9	12	12	5	6	1	0	0
STN4L_short_050	3	0	1	0	1	0	0	0	0	1	1	4	1	1	2	2	0	0
STN4L_short_051	768	522	753	1292	961	966	1913	1347	1427	877	648	552	1117	1346	1082	1516	1358	737
STN4L_short_052	4	3	10	8	3	2	8	5	1	6	4	7	7	14	10	7	8	4
STN4L_short_053	14	17	10	27	26	29	12	19	12	18	12	19	32	19	26	15	5	29
STN4L_short_054	8	3	8	12	6	6	12	23	17	4	5	1	11	1	5	20	7	13
STN4L_short_055	5	2	2	10	7	2	17	10	23	8	6	6	3	4	8	11	11	11
STN4L_short_056	26	8	21	35	19	33	55	32	38	32	18	32	19	22	20	29	29	20
STN4L_short_057	139	169	94	104	145	103	91	63	79	182	165	167	114	91	66	37	32	55
STN4L_short_058	2	2	0	1	0	1	3	0	3	2	2	4	0	1	1	1	0	1
STN4L_short_059	1	0	3	1	0	0	2	0	2	1	1	0	2	1	1	0	0	3
STN4L_short_060	10	5	17	5	4	6	5	6	7	20	21	8	8	7	20	5	5	8
STN4L_short_061	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
STN4L_short_062	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
STN4L_short_063	2	1	3	1	3	2	0	3	0	5	7	5	5	2	0	1	2	2
STN4L_short_064	1	1	0	7	6	6	4	1	0	2	1	0	3	7	2	4	5	1
STN4L_short_065	3	0	1	1	1	1	0	1	4	2	1	3	2	4	2	1	2	2
STN4L_short_066	5	10	5	6	12	5	9	10	12	10	5	18	19	14	12	10	26	8
STN4L_short_067	9	7	12	22	16	12	33	13	19	39	10	21	29	12	16	12	10	12
STN4L_short_068	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
STN4L_short_069	6	2	0	2	4	0	4	5	6	2	2	5	6	7	3	6	7	1
STN4L_short_070	4	7	6	11	17	16	14	7	22	5	8	5	9	5	9	5	8	3
STN4L_short_071	0	1	2	12	3	4	9	6	3	6	3	1	8	7	5	6	7	8
STN4L_short_072	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_073	27	26	32	30	27	24	38	26	32	41	56	59	41	25	24	40	35	42
STN4L_short_074	35	18	36	33	34	30	11	14	23	32	35	22	29	41	32	18	24	13
STN4L_short_075	233	193	229	336	308	238	162	148	175	325	307	298	227	331	297	135	182	163
STN4L_short_076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_078	13	13	7	8	16	12	20	19	6	7	8	4	9	12	8	8	13	7
STN4L_short_079	2	1	1	1	0	6	0	0	1	1	3	2	1	0	1	0	0	1
STN4L_short_080	10	7	10	13	8	7	8	3	2	7	5	8	15	9	14	4	4	3
STN4L_short_081	1	3	0	1	5	0	9	4	5	1	6	2	1	3	6	4	2	1
STN4L_short_082	2	4	1	1	0	3	2	5	1	2	5	2	3	2	6	2	2	0
STN4L_short_083	0	0	3	0	0	2	3	1	1	1	0	0	0	1	2	2	1	2
STN4L_short_084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_085	215	200	189	294	252	193	497	318	506	342	260	207	253	215	243	399	305	400
STN4L_short_086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_087	3	9	3	4	3	6	10	4	3	6	10	8	5	3	7	2	3	5
STN4L_short_088	2	3	2	2	5	3	7	1	3	4	8	2	3	11	2	1	1	1
STN4L_short_089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_090	26	14	27	35	23	19	10	16	12	33	29	27	31	41	32	14	17	15
STN4L_short_091	2	3	3	6	6	4	5	1	4	9	9	8	3	2	3	1	4	2
STN4L_short_092	40	36	35	71	46	72	59	35	49	56	53	69	50	84	69	44	34	32
STN4L_short_093	1	8	5	0	1	0	0	3	0	1	1	5	3	0	3	0	1	1
STN4L_short_094	3	0	3	1	2	2	1	1	0	0	1	2	2	1	0	1	1	0
STN4L_short_095	518	427	523	529	400	409	521	444	431	816	759	697	491	533	448	245	362	294
STN4L_short_096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_098	0	0	8	10	6	4	2	1	2	10	19	6	7	11	4	2	4	4
STN4L_short_099	270	280	357	236	225	176	93	104	70	514	464	520	286	239	261	83	77	77
STN4L_short_100	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
STN4L_short_101	4	3	1	3	1	3	6	0	1	0	1	4	2	4	2	1	7	3
STN4L_short_102	7	5	10	10	5	3	10	7	6	4	8	9	10	4	10	6	0	6
STN4L_short_103	145	229	224	237	220	165	243	158	147	341	292	334	251	233	211	146	107	86
STN4L_short_104	17	10	26	25	13	17	13	8	2	43	26	20	19	23	7	9	7	8
STN4L_short_105	4	3	4	3	9	2	5	2	5	1	7	1	4	8	6	8	5	3
STN4L_short_106	195	172	349	85	64	96	91	77	79	118	110	96	73	126	84	61	78	60
STN4L_short_107	0	0	1	2	0	1	2	1	2	0	0	2	7	2	0	3	1	0
STN4L_short_108	1	0	3	2	2	3	6	6	5	1	6	4	1	3	4	3	5	2
STN4L_short_109	11	14	3	0	1	2	3	5	12	4	7	3	14	9	3	5	8	3
STN4L_short_110	4	1	1	0	0	0	1	0	1	1	1	3	1	2	1	0	0	0
STN4L_short_111	679	583	838	1052	639	611	1288	814	981	658	638	689	1105	914	975	1418	1259	930
STN4L_short_112	30	43	20	11	18	23	18	25	26	27	17	22	40	41	24	15	9	9
STN4L_short_113	27	16	89	124	67	82	233	138	118	141	137	55	181	159	189	87	151	57
STN4L_short_114	47	36	50	85	57	54	85	72	64	84	50	84	52	48	46	42	64	43
STN4L_short_115	25	14	14	20	24	21	15	16	27	19	15	25	22	21	23	14	14	11
STN4L_short_116	5	5	5	9	11	9	20	8	8	9	7	5	8	7	5	14	5	10
STN4L_short_117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1
STN4L_short_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_119	1	0	1	2	0	2	2	1	0	2	2	6	3	2	2	3	3	1
STN4L_short_120	6	2	5	3	6	3	5	0	4	4	2	3	10	1	8	2	0	2
STN4L_short_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_122	1537	1425	1952	2158	2252	2206	2875	1828	2210	3002	2588	2368	2412	2398	1994	1614	1757	1148
STN4L_short_123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_125	0	0	1	5	1	7	1	0	1	0	0	1	3	7	4	1	5	2
STN4L_short_126	337	254	253	320	184	272	261	215	233	196	194	248	144	222	184	98	117	72
STN4L_short_127	4	6	10	23	15	13	10	13	7	21	14	23	17	25	15	9	10	8
STN4L_short_128	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
STN4L_short_129	4	1	2	1	6	1	1	1	2	3	2	2	1	0	2	0	0	0
STN4L_short_130	784	676	459	586	425	377	484	371	496	514	350	462	427	375	254	368	231	218
STN4L_short_131	0	0	0	0	2	2	6	2	0	0	2	0	0	0	0	1	1	0
STN4L_short_132	173	229	85	86	79	82	179	211	263	117	119	136	165	91	77	124	124	82
STN4L_short_133	37	50	10	15	26	26	33	49	43	11	10	18	18	37	16	16	33	10
STN4L_short_134	36	31	59	53	48	53	20	21	12	80	63	57	52	45	57	10	6	11
STN4L_short_135	1975	1819	1637	1562	1330	1604	1030	814	1043	2247	1433	2767	918	1515	1006	928	665	761
STN4L_short_136	713	734	887	683	465	514	385	273	347	1178	1148	1258	468	658	471	226	270	229
STN4L_short_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_138	0	2	1	3	2	2	0	0	2	2	4	1	0	2	6	2	2	2
STN4L_short_139	7	6	10	8	7	5	10	1	3	8	9	10	3	7	3	1	0	5
STN4L_short_140	1	5	3	4	4	5	5	3	3	1	0	3	4	2	5	5	1	4
STN4L_short_141	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	1	0
STN4L_short_142	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
STN4L_short_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_144	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
STN4L_short_145	2129	2294	2773	3097	2167	2101	2928	1785	1912	3238	3309	4773	3037	2553	2326	1467	1401	1572
STN4L_short_146	2	1	5	6	1	3	4	1	1	3	2	6	2	2	3	0	2	4
STN4L_short_147	2880	3190	3334	3534	3655	3378	3309	2520	3559	3832	3878	4418	2719	3143	2759	2989	3065	3142
STN4L_short_148	8410	5280	6014	5562	3979	4057	1436	1378	1405	7368	5620	8616	3314	5518	4169	1150	1322	734
STN4L_short_149	0	1	1	0	0	2	2	3	0	1	3	1	3	2	7	0	0	2
STN4L_short_150	30	22	29	24	30	10	26	20	14	28	32	33	32	28	31	18	10	12
STN4L_short_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_153	10	17	13	25	27	23	67	58	44	39	21	24	19	26	30	36	43	21
STN4L_short_154	6	3	6	10	5	6	29	17	16	16	16	8	17	10	21	27	31	11
STN4L_short_155	4	5	5	11	4	6	31	8	13	12	9	6	13	16	12	23	17	4
STN4L_short_156	51	46	50	82	81	85	143	91	114	112	80	109	81	120	84	101	90	65
STN4L_short_157	129	105	171	197	120	112	296	284	281	200	227	149	189	182	227	135	187	136
STN4L_short_158	1768	1510	1653	2476	1996	1676	2373	1890	1762	1697	1452	1733	2127	2540	2351	1939	2278	1938
STN4L_short_159	358	249	443	565	393	323	765	498	548	493	559	432	618	582	820	526	626	450
STN4L_short_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STN4L_short_162	40	28	28	47	25	32	77	83	61	46	39	38	42	38	42	32	45	25
STN4L_short_163	157	129	139	219	184	169	258	301	302	200	148	153	173	202	210	160	234	122
STN4L_short_164	1092	671	1602	2171	1086	1003	2270	1429	1333	1045	869	879	3987	4208	6371	6068	5996	2661
STN4L_short_165	3	6	6	3	3	4	13	8	5	4	3	9	8	9	4	5	5	4
STN4L_short_166	8	6	15	8	1	4	6	2	8	13	12	14	7	4	11	1	2	0
STN4L_short_167	307	274	404	232	219	197	178	117	122	613	652	550	266	366	372	101	106	105
STN4L_short_168	0	0	0	0	0	0	1	2	0	0	0	4	3	2	3	3	0	2
